job,marital,education,default,housing,loan,contact,month,poutcome,y
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,yes,telephone,jul,unknown,no
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
unemployed,divorced,primary,no,no,no,cellular,feb,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
management,married,primary,no,yes,no,cellular,apr,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
housemaid,single,primary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
services,divorced,secondary,no,yes,no,unknown,may,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,tertiary,no,yes,no,cellular,may,failure,no
retired,married,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
retired,divorced,secondary,no,no,yes,telephone,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,yes,no,unknown,may,unknown,no
entrepreneur,married,secondary,no,yes,no,telephone,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,apr,failure,yes
management,married,tertiary,no,yes,no,cellular,aug,other,yes
technician,married,secondary,no,yes,no,cellular,mar,unknown,yes
technician,married,secondary,no,yes,no,cellular,nov,unknown,no
services,single,secondary,no,yes,yes,unknown,may,unknown,no
admin.,married,secondary,no,no,yes,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,failure,no
unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,primary,no,yes,no,cellular,jul,unknown,no
admin.,single,secondary,no,yes,no,telephone,nov,unknown,no
entrepreneur,married,unknown,no,no,no,unknown,jun,unknown,no
admin.,divorced,unknown,no,no,no,cellular,may,unknown,no
student,single,tertiary,no,yes,no,cellular,may,success,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,unknown,may,unknown,no
housemaid,married,primary,no,yes,no,telephone,jul,unknown,no
admin.,married,secondary,no,yes,yes,cellular,apr,failure,no
management,single,tertiary,no,yes,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,apr,failure,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,success,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,telephone,jul,unknown,no
retired,married,secondary,no,no,no,cellular,jan,other,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,single,primary,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
admin.,divorced,secondary,no,no,no,cellular,oct,unknown,yes
blue-collar,married,secondary,no,no,yes,telephone,jul,unknown,no
technician,married,secondary,no,no,no,cellular,oct,unknown,no
services,married,secondary,no,yes,no,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,failure,no
management,married,tertiary,no,no,no,telephone,jan,other,no
admin.,married,secondary,no,yes,yes,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,apr,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,yes,no,cellular,jun,other,yes
management,single,tertiary,no,no,no,cellular,feb,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,success,no
retired,divorced,tertiary,no,no,no,cellular,jul,unknown,no
technician,divorced,secondary,no,yes,no,cellular,may,failure,no
housemaid,married,secondary,no,yes,no,telephone,jul,unknown,no
student,single,unknown,no,yes,no,unknown,may,unknown,no
housemaid,married,secondary,no,no,no,telephone,aug,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,jul,unknown,yes
management,married,unknown,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,other,no
management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
services,divorced,secondary,no,yes,no,unknown,jun,unknown,no
unknown,married,unknown,no,no,no,cellular,aug,success,no
self-employed,married,primary,no,no,no,unknown,jun,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,tertiary,no,yes,no,telephone,may,failure,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,tertiary,no,no,yes,cellular,jul,unknown,no
technician,single,tertiary,no,no,no,cellular,feb,unknown,yes
services,married,secondary,yes,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,yes
management,divorced,secondary,no,no,yes,cellular,aug,unknown,no
blue-collar,single,primary,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,single,tertiary,no,yes,no,cellular,nov,unknown,no
services,single,unknown,no,yes,no,unknown,jun,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,single,tertiary,no,yes,no,unknown,may,unknown,no
self-employed,married,secondary,no,no,yes,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
technician,married,primary,no,no,no,unknown,jun,unknown,no
technician,divorced,secondary,no,yes,no,cellular,jan,unknown,no
services,married,secondary,no,no,no,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
unknown,married,secondary,no,no,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
unemployed,single,secondary,no,no,no,cellular,jan,unknown,no
technician,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
technician,married,secondary,no,no,yes,cellular,aug,unknown,no
unemployed,married,primary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,yes
technician,married,secondary,no,no,no,cellular,feb,failure,no
entrepreneur,married,tertiary,no,no,no,telephone,oct,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,single,primary,no,yes,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
services,married,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,married,primary,no,no,yes,unknown,jun,unknown,no
retired,married,unknown,no,no,no,unknown,may,unknown,no
admin.,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
management,married,secondary,no,no,no,cellular,aug,unknown,yes
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
services,married,tertiary,no,no,no,telephone,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
retired,married,secondary,no,yes,yes,cellular,may,unknown,no
retired,married,tertiary,no,yes,no,cellular,feb,unknown,no
self-employed,married,secondary,no,no,no,unknown,jun,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,telephone,feb,unknown,no
unemployed,married,secondary,no,yes,no,telephone,jul,unknown,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
management,divorced,tertiary,no,yes,no,telephone,oct,unknown,yes
self-employed,married,tertiary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
management,married,primary,no,no,no,cellular,jul,failure,no
services,single,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
management,married,secondary,no,yes,no,cellular,jul,unknown,no
student,single,secondary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,yes,unknown,may,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,may,other,no
technician,married,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
management,divorced,secondary,no,no,yes,cellular,aug,unknown,no
services,married,secondary,no,no,yes,telephone,jul,unknown,no
admin.,single,tertiary,no,no,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
services,married,unknown,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,nov,unknown,no
admin.,married,secondary,no,yes,no,cellular,nov,other,no
management,single,tertiary,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,tertiary,no,yes,yes,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,no
services,married,secondary,no,no,no,unknown,may,unknown,no
admin.,single,secondary,no,no,no,cellular,jan,unknown,no
unknown,married,primary,no,no,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jan,unknown,no
admin.,married,unknown,no,yes,no,cellular,may,unknown,no
entrepreneur,married,secondary,no,yes,yes,cellular,nov,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,no,no,telephone,nov,other,no
technician,married,secondary,no,yes,yes,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
technician,single,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,no
entrepreneur,divorced,secondary,yes,yes,no,cellular,may,other,no
admin.,single,secondary,no,yes,no,cellular,may,other,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,divorced,secondary,no,no,yes,telephone,oct,unknown,yes
entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,sep,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,may,other,yes
services,married,secondary,no,no,no,telephone,feb,unknown,yes
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,telephone,feb,failure,no
retired,single,unknown,no,no,no,unknown,jun,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
self-employed,married,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,nov,other,yes
technician,married,secondary,no,yes,no,telephone,aug,unknown,no
housemaid,divorced,secondary,no,no,no,unknown,jun,unknown,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
management,married,primary,no,yes,no,telephone,nov,unknown,no
management,single,tertiary,no,yes,no,cellular,jun,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,mar,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,no,no,cellular,nov,success,yes
retired,married,secondary,no,no,no,cellular,dec,unknown,no
self-employed,married,secondary,no,yes,yes,cellular,may,failure,no
entrepreneur,married,tertiary,no,yes,no,cellular,nov,unknown,no
technician,single,tertiary,no,no,no,cellular,may,failure,yes
management,married,tertiary,no,no,no,cellular,sep,unknown,no
technician,married,secondary,no,yes,no,cellular,apr,unknown,no
technician,single,secondary,no,no,yes,cellular,jul,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
services,single,secondary,no,no,no,telephone,jul,unknown,no
management,single,secondary,no,yes,no,cellular,apr,unknown,no
blue-collar,single,primary,no,yes,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,sep,other,no
management,married,tertiary,no,yes,yes,unknown,jun,unknown,no
technician,single,tertiary,no,yes,no,cellular,jan,unknown,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
housemaid,divorced,secondary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,feb,unknown,no
unemployed,single,tertiary,no,no,no,cellular,feb,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,telephone,jul,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,yes
retired,single,tertiary,no,no,no,cellular,jan,unknown,no
management,divorced,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
admin.,married,primary,no,yes,no,cellular,may,unknown,no
services,divorced,secondary,no,yes,no,cellular,nov,unknown,no
housemaid,married,primary,no,no,no,cellular,apr,other,no
management,married,secondary,no,yes,no,telephone,nov,other,no
services,married,tertiary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
self-employed,married,tertiary,no,no,no,telephone,jul,unknown,no
admin.,single,secondary,no,no,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,no
